"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 03 11:49:07 CST 2021","Thu Jun 03 11:49:07 CST 2021","133","test_case","test_order_management","TestAdhocOrder","","","手术日期小于当天",""
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","供应商：驳回理由超长",""
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","201","test_case","test_order_management","TestAdhocOrder","","","主刀医生为空",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:53 CST 2021","183","test_case","test_material_management","TestGoods","","","Edit：注册证失效日期小于于生效日期","注册证生效日期不能大于失效日期"
"passed","Thu Jun 03 11:49:09 CST 2021","Thu Jun 03 11:49:09 CST 2021","109","test_case","test_order_management","TestAdhocOrder","","","商品ID为空",""
"passed","Thu Jun 03 11:49:21 CST 2021","Thu Jun 03 11:49:22 CST 2021","406","test_case","test_order_management","TestAdhocOrder","","","经销商修改供应商地址",""
"passed","Thu Jun 03 11:48:58 CST 2021","Thu Jun 03 11:48:59 CST 2021","126","test_case","test_material_management","TestKitTemplate","","","test_15","工具包ID为空"
"passed","Thu Jun 03 11:49:11 CST 2021","Thu Jun 03 11:49:11 CST 2021","116","test_case","test_order_management","TestAdhocOrder","","","医生名称为空",""
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","258","test_case","test_order_management","TestAdhocOrder","","","手术部位错误",""
"passed","Thu Jun 03 11:48:54 CST 2021","Thu Jun 03 11:48:54 CST 2021","114","test_case","test_material_management","TestGoods","","","di码为空","di码为空"
"passed","Thu Jun 03 11:49:11 CST 2021","Thu Jun 03 11:49:11 CST 2021","134","test_case","test_order_management","TestAdhocOrder","","","订单联系人为空",""
"passed","Thu Jun 03 11:48:48 CST 2021","Thu Jun 03 11:48:48 CST 2021","125","test_case","test_material_management","TestGoods","","","商品照片为空","商品照片为空"
"passed","Thu Jun 03 11:49:19 CST 2021","Thu Jun 03 11:49:19 CST 2021","199","test_case","test_order_management","TestAdhocOrder","","","手机号为空",""
"passed","Thu Jun 03 11:49:12 CST 2021","Thu Jun 03 11:49:12 CST 2021","235","test_case","test_order_management","TestAdhocOrder","","","归还时间小于手术开始时间",""
"passed","Thu Jun 03 11:48:59 CST 2021","Thu Jun 03 11:48:59 CST 2021","117","test_case","test_material_management","TestKitTemplate","","","test_16","工具包 租用费为空"
"passed","Thu Jun 03 11:49:15 CST 2021","Thu Jun 03 11:49:15 CST 2021","185","test_case","test_order_management","TestAdhocOrder","","","商品ID为空",""
"passed","Thu Jun 03 11:49:09 CST 2021","Thu Jun 03 11:49:09 CST 2021","54","test_case","test_order_management","TestAdhocOrder","","","工具包ID为空",""
"passed","Thu Jun 03 11:49:10 CST 2021","Thu Jun 03 11:49:10 CST 2021","144","test_case","test_order_management","TestAdhocOrder","","","医院名称超长",""
"passed","Thu Jun 03 11:49:06 CST 2021","Thu Jun 03 11:49:07 CST 2021","185","test_case","test_order_management","TestAdhocOrder","","","手术时间为空",""
"passed","Thu Jun 03 11:49:15 CST 2021","Thu Jun 03 11:49:15 CST 2021","185","test_case","test_order_management","TestAdhocOrder","","","商品数量为空",""
"passed","Thu Jun 03 11:48:46 CST 2021","Thu Jun 03 11:48:47 CST 2021","151","test_case","test_material_management","TestGoods","","","物资类别为空","物资类别为空"
"passed","Thu Jun 03 11:49:11 CST 2021","Thu Jun 03 11:49:11 CST 2021","51","test_case","test_order_management","TestAdhocOrder","","","收货方式为空",""
"broken","Thu Jun 03 11:49:01 CST 2021","Thu Jun 03 11:49:01 CST 2021","0","test_case","test_material_management","TestPackagingOrder","","","test_create_tools[仓库为空-case1-请选择仓库]",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:53 CST 2021","156","test_case","test_material_management","TestGoods","","","Edit：商品分类 为空","商品分类 为空"
"passed","Thu Jun 03 11:49:10 CST 2021","Thu Jun 03 11:49:11 CST 2021","248","test_case","test_order_management","TestAdhocOrder","","","手术部位不正确",""
"passed","Thu Jun 03 11:48:56 CST 2021","Thu Jun 03 11:48:56 CST 2021","70","test_case","test_material_management","TestKitTemplate","","","test_02","商品ID 错误"
"passed","Thu Jun 03 11:49:19 CST 2021","Thu Jun 03 11:49:19 CST 2021","135","test_case","test_order_management","TestAdhocOrder","","","收件人名字为空",""
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","来源仓库空",""
"passed","Thu Jun 03 11:48:58 CST 2021","Thu Jun 03 11:48:58 CST 2021","140","test_case","test_material_management","TestKitTemplate","","","test_14","工具包名称为空"
"passed","Thu Jun 03 11:48:49 CST 2021","Thu Jun 03 11:48:49 CST 2021","166","test_case","test_material_management","TestGoods","","","物资分类 为空","物资分类 为空"
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","0","test_case","test_order_management","TestAdhocOrder","","","订单ID为空",""
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","1","test_case","test_order_management","TestAdhocOrder","","","提货人电话为空",""
"passed","Thu Jun 03 11:48:55 CST 2021","Thu Jun 03 11:48:55 CST 2021","103","test_case","test_material_management","TestGoods","","","price:商品不存在","请求参数异常"
"passed","Thu Jun 03 11:49:16 CST 2021","Thu Jun 03 11:49:16 CST 2021","281","test_case","test_order_management","TestAdhocOrder","","","收货方式为空",""
"passed","Thu Jun 03 11:49:03 CST 2021","Thu Jun 03 11:49:03 CST 2021","87","test_case","test_order_management","TestAdhocOrder","","","套包ID为空",""
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","删除未关闭订单",""
"passed","Thu Jun 03 11:48:52 CST 2021","Thu Jun 03 11:48:52 CST 2021","104","test_case","test_material_management","TestGoods","","","Edit：产地为空","产地为空"
"passed","Thu Jun 03 11:48:59 CST 2021","Thu Jun 03 11:48:59 CST 2021","65","test_case","test_material_management","TestKitTemplate","","","test_17","工具包ID 错误"
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","76","test_case","test_order_management","TestAdhocOrder","","","联系人电话为空",""
"passed","Thu Jun 03 11:48:57 CST 2021","Thu Jun 03 11:48:58 CST 2021","62","test_case","test_material_management","TestKitTemplate","","","test_07","商品数量 为空"
"passed","Thu Jun 03 11:48:59 CST 2021","Thu Jun 03 11:48:59 CST 2021","132","test_case","test_material_management","TestKitTemplate","","","test_18",""
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","0","test_case","test_order_management","TestAdhocOrder","","","提货人姓名为空",""
"passed","Thu Jun 03 11:49:11 CST 2021","Thu Jun 03 11:49:11 CST 2021","91","test_case","test_order_management","TestAdhocOrder","","","品牌为空",""
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","0","test_case","test_order_management","TestAdhocOrder","","","提货委托书为空",""
"passed","Thu Jun 03 11:49:17 CST 2021","Thu Jun 03 11:49:18 CST 2021","288","test_case","test_order_management","TestAdhocOrder","","","工具包数量错误",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:53 CST 2021","152","test_case","test_material_management","TestGoods","","","Edit：注册证号为空","注册证号为空"
"passed","Thu Jun 03 11:49:16 CST 2021","Thu Jun 03 11:49:16 CST 2021","154","test_case","test_order_management","TestAdhocOrder","","","仓库为空",""
"passed","Thu Jun 03 11:49:21 CST 2021","Thu Jun 03 11:49:21 CST 2021","58","test_case","test_order_management","TestAdhocOrder","","","地址ID错误",""
"passed","Thu Jun 03 11:48:56 CST 2021","Thu Jun 03 11:48:56 CST 2021","56","test_case","test_material_management","TestKitTemplate","","","test_05","工具包类型 为空"
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","收货仓库为空",""
"passed","Thu Jun 03 11:48:54 CST 2021","Thu Jun 03 11:48:54 CST 2021","140","test_case","test_material_management","TestGoods","","","price:税率为0","税率为0"
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","商品数量过大",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:54 CST 2021","91","test_case","test_material_management","TestGoods","","","Edit：注册证已失效","注册证已失效"
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","80","test_case","test_order_management","TestAdhocOrder","","","订单联系人为空",""
"passed","Thu Jun 03 11:49:00 CST 2021","Thu Jun 03 11:49:00 CST 2021","91","test_case","test_material_management","TestPackagingOrder","","","工具包未选择",""
"passed","Thu Jun 03 11:49:14 CST 2021","Thu Jun 03 11:49:14 CST 2021","444","test_case","test_order_management","TestAdhocOrder","","","临调单重复",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:53 CST 2021","97","test_case","test_material_management","TestGoods","","","Edit：skuCode重复","skuCode重复"
"passed","Thu Jun 03 11:48:51 CST 2021","Thu Jun 03 11:48:51 CST 2021","254","test_case","test_material_management","TestGoods","","","Edit：原厂编码为空","原厂编码为空"
"passed","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","176","test_case","test_order_management","TestAdhocOrder","","","id为空",""
"broken","Thu Jun 03 11:49:00 CST 2021","Thu Jun 03 11:49:00 CST 2021","0","test_case","test_material_management","TestPackagingOrder","","","test_create_tools[商品数量错误-case0-数量不一致，请确定数量]",""
"passed","Thu Jun 03 11:48:56 CST 2021","Thu Jun 03 11:48:56 CST 2021","69","test_case","test_material_management","TestKitTemplate","","","test_04","原厂编码为空"
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","供应商：驳回理由为空",""
"passed","Thu Jun 03 11:48:47 CST 2021","Thu Jun 03 11:48:47 CST 2021","124","test_case","test_material_management","TestGoods","","","养护类型为空","养护类型为空"
"passed","Thu Jun 03 11:49:15 CST 2021","Thu Jun 03 11:49:16 CST 2021","202","test_case","test_order_management","TestAdhocOrder","","","套包数量为空",""
"passed","Thu Jun 03 11:48:56 CST 2021","Thu Jun 03 11:48:57 CST 2021","603","test_case","test_material_management","TestKitTemplate","","","test_06","生成企业 为空"
"passed","Thu Jun 03 11:48:52 CST 2021","Thu Jun 03 11:48:53 CST 2021","260","test_case","test_material_management","TestGoods","","","Edit：商品照片为空","商品照片为空"
"passed","Thu Jun 03 11:48:52 CST 2021","Thu Jun 03 11:48:52 CST 2021","185","test_case","test_material_management","TestGoods","","","Edit：规格 /型号为空","规格 /型号为空"
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","调拨理由为空",""
"passed","Thu Jun 03 11:48:55 CST 2021","Thu Jun 03 11:48:55 CST 2021","188","test_case","test_material_management","TestGoods","","","删除物资","删除物资"
"passed","Thu Jun 03 11:48:58 CST 2021","Thu Jun 03 11:48:58 CST 2021","151","test_case","test_material_management","TestKitTemplate","","","test_09","工具包类型异常"
"passed","Thu Jun 03 11:48:52 CST 2021","Thu Jun 03 11:48:52 CST 2021","221","test_case","test_material_management","TestGoods","","","Edit基：本单位为空","基本单位为空"
"passed","Thu Jun 03 11:49:08 CST 2021","Thu Jun 03 11:49:08 CST 2021","93","test_case","test_order_management","TestAdhocOrder","","","临调单ID为空",""
"broken","Thu Jun 03 11:49:01 CST 2021","Thu Jun 03 11:49:01 CST 2021","0","test_case","test_material_management","TestPackagingOrder","","","test_create_tools[仓库错误-case2-当前用户不能在该仓库创建加工单]",""
"passed","Thu Jun 03 11:49:06 CST 2021","Thu Jun 03 11:49:06 CST 2021","141","test_case","test_order_management","TestAdhocOrder","","","年龄段错误",""
"passed","Thu Jun 03 11:49:18 CST 2021","Thu Jun 03 11:49:19 CST 2021","368","test_case","test_order_management","TestAdhocOrder","","","订单ID为空",""
"passed","Thu Jun 03 11:49:07 CST 2021","Thu Jun 03 11:49:07 CST 2021","178","test_case","test_order_management","TestAdhocOrder","","","归还时间为空",""
"passed","Thu Jun 03 11:49:03 CST 2021","Thu Jun 03 11:49:03 CST 2021","183","test_case","test_order_management","TestAdhocOrder","","","物资ID错误",""
"passed","Thu Jun 03 11:49:13 CST 2021","Thu Jun 03 11:49:13 CST 2021","144","test_case","test_order_management","TestAdhocOrder","","","商品/套包数量为空",""
"passed","Thu Jun 03 11:49:21 CST 2021","Thu Jun 03 11:49:21 CST 2021","70","test_case","test_order_management","TestAdhocOrder","","","详细地址为空",""
"passed","Thu Jun 03 11:49:11 CST 2021","Thu Jun 03 11:49:12 CST 2021","98","test_case","test_order_management","TestAdhocOrder","","","年龄段错误",""
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","126","test_case","test_order_management","TestAdhocOrder","","","主刀医生超长",""
"passed","Thu Jun 03 11:49:08 CST 2021","Thu Jun 03 11:49:08 CST 2021","98","test_case","test_order_management","TestAdhocOrder","","","拒绝原因过长",""
"passed","Thu Jun 03 11:49:20 CST 2021","Thu Jun 03 11:49:20 CST 2021","89","test_case","test_order_management","TestAdhocOrder","","","收货地区为空",""
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","商品信息为空",""
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","重复删除订单",""
"passed","Thu Jun 03 11:49:13 CST 2021","Thu Jun 03 11:49:13 CST 2021","178","test_case","test_order_management","TestAdhocOrder","","","商品/套包数量为空",""
"passed","Thu Jun 03 11:49:13 CST 2021","Thu Jun 03 11:49:13 CST 2021","155","test_case","test_order_management","TestAdhocOrder","","","商品/套包数量为空",""
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","供应商：审核建议为空",""
"passed","Thu Jun 03 11:49:16 CST 2021","Thu Jun 03 11:49:16 CST 2021","162","test_case","test_order_management","TestAdhocOrder","","","订单ID为空",""
"passed","Thu Jun 03 11:48:49 CST 2021","Thu Jun 03 11:48:49 CST 2021","228","test_case","test_material_management","TestGoods","","","存储条件为空","存储条件为空"
"passed","Thu Jun 03 11:48:54 CST 2021","Thu Jun 03 11:48:54 CST 2021","158","test_case","test_material_management","TestGoods","","","price:采购价格为0","采购价格为0"
"passed","Thu Jun 03 11:48:50 CST 2021","Thu Jun 03 11:48:51 CST 2021","470","test_case","test_material_management","TestGoods","","","注册证生效日期大于失效时间","注册证生效日期大于失效时间"
"passed","Thu Jun 03 11:49:12 CST 2021","Thu Jun 03 11:49:12 CST 2021","250","test_case","test_order_management","TestAdhocOrder","","","默认地址为空",""
